Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Italy,0.3969129,0.383856678,0.369249619,0.356351088,0.337789491,0.339807785,0.3260633,0.317686529,0.310044309,0.304162197,0.292767135,0.282982139,0.276951519,0.280996828,0.279022942,0.271734052,0.249664586,0.232887185,0.214721431,0.19689566,0.195337101,0.184402962,0.171244721,0.158670419,0.146125563
Jamaica,0.656948103,0.62413333,0.595409576,0.551529765,0.545317877,0.584430846,0.60740196,0.630701043,0.612472832,0.613504359,0.614538149,0.611099022,0.569022676,0.56127203,0.539602572,0.510289105,0.527075839,0.424848648,0.444417149,0.349595585,0.330580613,0.34279697,0.321371803,0.340806392,0.304647811
Japan,0.453616958,0.425517892,0.421719031,0.40895937,0.419129561,0.403015341,0.390759227,0.378815006,0.365319577,0.373092954,0.358525365,0.344500591,0.339953606,0.336227793,0.326518709,0.306311585,0.291084663,0.283551769,0.271547962,0.259673968,0.261477619,0.260447398,0.259162923,0.250956923,0.2434638
Jordan,0.715316216,0.640002357,0.660135542,0.608024754,0.638862348,0.585957926,0.589879974,0.570452948,0.55244188,0.527553605,0.526899558,0.505420693,0.496318207,0.483955789,0.478088681,0.469247327,0.422609127,0.396895693,0.351765977,0.339392023,0.317248171,0.309896003,0.334158982,0.31864327,0.328965917
Kazakhstan,,,2.123820317,1.89753901,1.953416741,1.763026999,1.441331997,1.274348877,1.263359277,1.109503191,1.002008749,0.964466793,0.877068643,0.837732523,0.905746558,0.820499667,0.781502595,0.806673597,0.802033397,0.720754951,0.773569482,0.735364261,0.64572602,0.647640626,0.576270117
Kenya,0.161084018,0.127682042,0.144052361,0.160639418,0.158292469,0.171088704,0.199225529,0.172702691,0.200770566,0.196068429,0.195242412,0.165560834,0.137861237,0.111462394,0.116556161,0.119873375,0.122196169,0.114355649,0.116589014,0.135061321,0.121398555,0.123883581,0.10810725,0.106900193,0.106701377
Kiribati,0.240907687,0.233027274,0.263496269,0.291632969,0.280696112,0.274931267,0.298673903,0.224620363,0.238230181,0.238508927,0.219570547,0.190806555,0.284398496,0.273721498,0.295593217,0.386946873,0.419974053,0.295349019,0.317038196,0.22889818,0.352937857,0.340290046,0.318857818,0.300685427,0.297176189
Korea  Dem. People’s Rep.,,,,,,,,,,,,,,,,,,,,,,,,,
Korea  Rep.,0.696251849,0.64622049,0.646955352,0.669864359,0.641769919,0.624931987,0.614528475,0.607415796,0.539081412,0.523260562,0.52651416,0.495807469,0.470418787,0.455384571,0.437296344,0.397053296,0.376306741,0.365950178,0.361091178,0.364343627,0.376624791,0.377954903,0.362425308,0.360230646,0.344482819
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,0.358778559,0.412775451,0.435792862,0.573575883,0.512200836,0.538069453,0.483604925,0.506767808,0.469410479,0.490759603,0.473820744,0.40804326,0.380361743,0.377367069,0.351244653,0.329136653,0.346430236,0.390440314,0.40581023,0.368276514,0.380978499,0.355723646,0.337003637
Kyrgyz Republic,,,1.350263743,1.199102741,1.061054782,0.799232353,0.921660109,0.812097248,0.834686235,0.622712476,0.573209119,0.447455854,0.560869719,0.564323894,0.554650627,0.51294205,0.475608727,0.513646783,0.537034688,0.459249895,0.428773885,0.475395241,0.618478248,0.532401305,0.490438921
Lao PDR,0.04506026,0.046113891,0.046715925,0.043087158,0.041789977,0.048440833,0.06087773,0.071504566,0.076614059,0.095221789,0.089078623,0.076630446,0.093964861,0.08309703,0.096369901,0.087945744,0.086796429,0.046057598,0.043589686,0.053498824,0.063502212,0.05705942,0.054165865,0.04576445,0.051735282
Latvia,,,,,0.79931571,0.689816449,0.642353899,0.536014432,0.472806642,0.383018965,0.334521436,0.330812453,0.297129216,0.29215763,0.267834228,0.24212512,0.229288079,0.208490831,0.186772181,0.200125415,0.219241541,0.179085173,0.163355335,0.155149116,0.146933072
Lebanon,0.808768971,0.540296415,0.554345591,0.551357249,0.542928005,0.534028929,0.477478125,0.528239084,0.536127133,0.52625702,0.469644199,0.469393223,0.442129467,0.477734093,0.40438465,0.368264617,0.313537668,0.259987312,0.2987428,0.326394869,0.286828713,0.283904675,0.300225577,0.286865022,0.294550427
Lesotho,1.026775298,0.963148583,0.914223567,0.888686118,0.841259804,0.813439707,0.769459783,0.743251455,0.737336679,0.73222088,0.699180335,0.66980156,0.664862035,0.632678202,0.621933035,0.591560174,0.557905369,0.527584345,0.496834414,0.503482148,0.481601716,0.451951544,0.431509522,0.42146817,0.40655755
Liberia,,,,,,,,,,,0.141172509,0.156398724,0.147272516,0.220988895,0.248097571,0.269343154,0.24930038,0.197741454,0.153181339,0.132182929,0.18865311,0.192135501,0.201145462,0.169508577,0.161405126
Libya,,,,,,,,,,0.506239052,0.504288032,0.512836664,0.506901895,0.452632676,0.432168406,0.387653403,0.361181851,0.310166754,0.332256098,0.344031306,0.346050532,0.572722776,0.334176262,0.40595599,0.531033593
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,0.753736833,0.68468745,0.606863521,0.587842493,0.49673088,0.410958187,0.392804513,0.363726778,0.311145919,0.300970399,0.28803666,0.262663731,0.245801076,0.226229162,0.218125931,0.216447389,0.19923155,0.187748441,0.160297802,0.155392599
Luxembourg,0.883122862,0.834401037,0.797909061,0.763328178,0.679980241,0.513502112,0.492698851,0.441750713,0.390131088,0.352666414,0.341208456,0.356611555,0.359115254,0.365272604,0.384050411,0.363890695,0.308049227,0.273360421,0.258212786,0.253738242,0.252706803,0.229367597,0.219206966,0.19351622,0.171397205
Macao SAR  China,0.114783216,0.113186324,0.096690956,0.098014937,0.09919727,0.091078394,0.102647511,0.106987404,0.116053265,0.114131847,0.113474001,0.111559679,0.090723265,0.080542973,0.069278194,0.066292429,0.050298472,0.04057209,0.033530919,0.05083967,0.02726643,0.022579972,0.018381787,0.014611679,0.015776858
Madagascar,0.076329852,0.085803393,0.080556159,0.079044881,0.095362676,0.091566383,0.094917437,0.108852642,0.109092111,0.113374166,0.10342748,0.088737422,0.070971295,0.087385011,0.085896876,0.076728858,0.068524727,0.06773872,0.064530859,0.062574953,0.068205928,0.07867779,0.086673112,0.095941418,0.089958577
Malawi,0.164134118,0.155322443,0.163878856,0.163427633,0.183400729,0.15450567,0.140256395,0.140309908,0.129484056,0.124844169,0.110863971,0.113682361,0.108176361,0.108266712,0.101607575,0.089784186,0.086717532,0.074885884,0.081215321,0.066653925,0.074551592,0.071877742,0.064275555,0.067073347,0.064888561
Malaysia,0.458194173,0.490364027,0.483370161,0.523389136,0.480927259,0.552625064,0.510620414,0.465649357,0.454699858,0.399185361,0.417832333,0.438741159,0.404142807,0.443809689,0.418965639,0.410840677,0.362996144,0.366490006,0.378581433,0.371851007,0.375884509,0.352768676,0.325640335,0.330559367,0.314204923
Maldives,,,,,,0.172244231,0.18219135,0.188233554,0.157768622,0.205425401,0.206952567,0.215966875,0.254826225,0.18735501,0.226921667,0.228271803,0.221756519,0.206301136,0.199584779,0.223720281,0.21814164,0.207622952,0.22382982,0.201656892,0.225236634
Mali,0.060361566,0.054067567,0.055538933,0.053889188,0.051660773,0.05093384,0.048546487,0.048948069,0.065449177,0.063678995,0.064334977,0.055051384,0.053724304,0.048127668,0.047951775,0.044746588,0.04353008,0.04382915,0.043570822,0.031122713,0.034888566,0.035871095,0.033749362,0.033497165,0.04222906
Malta,0.653038285,0.566222121,0.520316858,0.637178609,0.539034521,0.435544071,0.431269881,0.434973588,0.350866696,0.356983391,0.272445908,0.322396916,0.282394188,0.309341423,0.299761728,0.300606291,0.273482199,0.269102037,0.238700602,0.222427728,0.222047718,0.213473467,0.216748284,0.17670056,0.16183809
Marshall Islands,0.534121442,0.555903316,0.543527491,0.567646643,0.555803004,0.503069833,0.550769516,0.578736545,0.621773999,0.594926699,0.641136993,0.623794654,0.625628602,0.613178697,0.622326717,0.561995505,0.584523784,0.593104103,0.591517284,0.618909423,0.5746921,0.556222038,0.527514526,0.504001895,0.498416501
Mauritania,0.244954712,0.236549324,0.238782193,0.223653305,0.262977857,0.220261856,0.212081202,0.217988885,0.21042427,0.196981663,0.197834982,0.205788927,0.21342539,0.203624219,0.207298873,0.190653403,0.157835435,0.171288063,0.174486348,0.191892171,0.190732586,0.191014419,0.196415531,0.182952239,0.172636008
Mauritius,0.280912886,0.270616973,0.278936521,0.269318747,0.231764683,0.245187639,0.24311715,0.231660418,0.234593383,0.252018767,0.25259856,0.254485324,0.248435252,0.244305575,0.230211852,0.233930166,0.238441153,0.223175033,0.212269386,0.200730224,0.200616428,0.188989377,0.181347945,0.176888154,0.173820124
Mexico,0.583693089,0.563967856,0.534912334,0.447701969,0.434081747,0.428036026,0.40976274,0.402417102,0.398166487,0.384440316,0.363229252,0.369950353,0.364267588,0.371916417,0.34937369,0.347570634,0.322682535,0.308015024,0.298235917,0.290696681,0.266670703,0.253452722,0.246588194,0.237511461,0.221126542
Micronesia  Fed. Sts.,,,0.492679524,0.445046989,0.454309223,0.430382516,0.436216894,0.472255054,0.483831431,0.441033396,0.46757213,0.608390098,0.504749177,0.486083201,0.488637966,0.392892008,0.38185067,0.436775383,0.368975817,0.497645049,0.339640013,0.34268445,0.384644243,0.414434537,0.437020318
Moldova,,,,,,1.318171936,1.415852751,0.843718013,0.788518194,0.577655119,0.43169358,0.420999117,0.412540678,0.408954136,0.393612198,0.381678899,0.36064923,0.319454444,0.296836583,0.298482345,0.298571479,0.28234103,0.272384124,0.249140881,0.229796839
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,1.375805537,1.774267451,1.732396372,1.472588785,1.208171333,1.108831882,1.081360359,0.980703253,0.938444634,0.879597142,0.845247385,0.843808142,0.833709001,0.741574101,0.694781644,0.629032273,0.617110158,0.699997143,0.629180731,0.688309811,0.674755316,0.876592329,0.934111309,1.214937727,0.594343165
Montenegro,,,,,,,,,,,,,,,,0.40283721,0.370941147,0.293704074,0.322632242,0.226763482,0.305659232,0.286443772,0.271489163,0.243342459,0.231346773
Morocco,0.369521988,0.353681445,0.368249446,0.392726206,0.365232678,0.387530886,0.347819123,0.354775168,0.328953142,0.331964536,0.325835537,0.330480141,0.319995517,0.291115607,0.311916644,0.309491898,0.289338892,0.288467118,0.281131976,0.265531654,0.269572777,0.258639553,0.26790634,0.237213666,0.229753638
Mozambique,0.314395445,0.289905769,0.293732736,0.283062118,0.257513475,0.258615093,0.187044106,0.179322377,0.15955902,0.1529576,0.16712565,0.169920158,0.154466607,0.171990727,0.155644327,0.131681475,0.126418351,0.130942147,0.120374709,0.125415738,0.125631345,0.135365707,0.119953149,0.141702915,0.271391463
Myanmar,0.218291124,0.207794142,0.216630968,0.218128789,0.232258958,0.237065793,0.228045966,0.219264744,0.220633697,0.217660704,0.210511916,0.159989238,0.148391954,0.136837934,0.148186721,0.118031921,0.112239534,0.097794709,0.066239569,0.062067703,0.068457242,0.07254858,0.051351911,0.054068015,0.082652541
Namibia,0.007592978,0.177778334,0.176798388,0.211803348,0.232355321,0.22563434,0.230165506,0.223018738,0.226580694,0.188650693,0.17594276,0.208904237,0.171275703,0.171731747,0.1559495,0.173700599,0.158960602,0.148755211,0.200202251,0.182812275,0.172247232,0.146505432,0.163585019,0.11824455,0.15583965
Nauru,,,,,,,,,,,,,,,,,,1.171539331,0.854926507,0.715769913,0.679736104,0.546487517,0.487074877,0.389070132,0.302998905
Nepal,0.043524797,0.059942718,0.077997059,0.080845541,0.084666066,0.096072957,0.109424033,0.114632927,0.089016165,0.120175712,0.105516776,0.104879345,0.082868232,0.084719173,0.07402857,0.080147391,0.062553409,0.060087181,0.072689734,0.087429276,0.096192898,0.099695885,0.098800541,0.105683307,0.118405419
Netherlands,0.553369616,0.544792256,0.514427446,0.504166448,0.480944334,0.493613905,0.488748142,0.439082134,0.409996069,0.375252168,0.341792803,0.331920599,0.326564667,0.32920389,0.317304983,0.29554848,0.268229854,0.245709893,0.231882319,0.23397901,0.244604641,0.223900382,0.215026584,0.209377437,0.201492793
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,0.475741782,0.473089385,0.476079509,0.468096216,0.431212977,0.412455448,0.415670633,0.42870539,0.40693223,0.413562383,0.39724518,0.394531825,0.3607832,0.353092977,0.337059539,0.321624597,0.287944409,0.271006698,0.268884767,0.245191496,0.233737348,0.219521916,0.234864302,0.207953539,0.206292163
Nicaragua,0.316551515,0.241449234,0.280731376,0.264775397,0.276831888,0.280023855,0.267453114,0.276435151,0.286949612,0.280133479,0.273059383,0.273426365,0.272097301,0.284707924,0.264134496,0.239734496,0.23100263,0.220770923,0.201030763,0.209723927,0.20033339,0.198601135,0.173216841,0.159789525,0.159911391
Niger,0.157672994,0.146557473,0.148611974,0.159580839,0.148817843,0.14879243,0.157268884,0.151682573,0.142957552,0.141185975,0.102361152,0.088105814,0.089853632,0.090793123,0.094724865,0.077216078,0.068659647,0.067567644,0.06784792,0.081013259,0.089574602,0.097042381,0.119697512,0.116136713,0.116218816
Nigeria,0.18876245,0.196216294,0.202184438,0.195216511,0.151809197,0.151512288,0.158034345,0.161052074,0.138897053,0.14481164,0.254645937,0.265191825,0.247333916,0.245375375,0.224495828,0.208003459,0.177479806,0.1558602,0.144845884,0.106191362,0.115909088,0.112735179,0.10923973,0.100266928,0.090814483
North Macedonia,,,1.053617984,1.06727679,1.076865355,1.104373164,1.161010161,1.019009966,1.154379115,1.015268334,0.967675464,0.974217916,0.846402449,0.846946133,0.768441391,0.705552009,0.617599612,0.497302778,0.436552979,0.385170843,0.368503029,0.390561784,0.365076406,0.298723538,0.270376398
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,0.40304619,0.384973749,0.362658594,0.378243475,0.340046573,0.315386953,0.284255518,0.286496493,0.302445807,0.298394539,0.239038991,0.245720271,0.220721287,0.257089077,0.218598551,0.192144651,0.175589472,0.171295178,0.189120858,0.206752153,0.212082168,0.14683021,0.151892446,0.170754278,0.140436011
Oman,0.276306172,0.260483874,0.241061813,0.247411223,0.265225513,0.256958831,0.232677941,0.221164926,0.227856699,0.281217602,0.275945871,0.239437781,0.299251083,0.383854445,0.318847905,0.322258468,0.393269908,0.404543654,0.358442215,0.3226596,0.35107319,0.396232226,0.389353459,0.3803562,0.362062215
Pakistan,0.321201214,0.294334124,0.284989713,0.293197509,0.300959589,0.279664056,0.292830986,0.285772886,0.284153432,0.277747181,0.27631719,0.269696944,0.270983606,0.264446462,0.265472254,0.24826697,0.242632454,0.245173264,0.236733918,0.228136167,0.225518991,0.215742942,0.206455725,0.195335684,0.18534598
Palau,,,,,,,,,,,1.328090302,1.236552196,1.153929825,1.187990653,1.103381149,1.053719352,1.060496744,1.009057994,1.016352538,1.041166148,1.055495292,0.981052771,0.929167547,0.946286012,0.899054564
Panama,0.219806778,0.227772208,0.26930594,0.23158261,0.242605759,0.160689285,0.234872092,0.264863095,0.256994096,0.232363975,0.225997882,0.266117276,0.214690694,0.211998083,0.181128056,0.193064574,0.18587994,0.157865937,0.144408013,0.165066449,0.164305056,0.15933872,0.142620683,0.138953876,0.106573247
Papua New Guinea,0.322367051,0.274411437,0.234404643,0.188183507,0.190219399,0.182008358,0.176237226,0.2123,0.242365302,0.200324933,0.219035433,0.258280805,0.276783052,0.300941192,0.324528837,0.289177973,0.269570308,0.335639238,0.258784078,0.255352391,0.214353604,0.232287667,0.207600016,0.239339691,0.211372964
Paraguay,0.099510236,0.091744729,0.104572007,0.110325896,0.122763169,0.129999498,0.118940521,0.125432548,0.13305354,0.132976413,0.10907894,0.111487233,0.111987076,0.11005142,0.103451545,0.092063743,0.088687702,0.085016035,0.084385767,0.086038813,0.085501253,0.083863733,0.082160971,0.076594047,0.075218391
Peru,0.280014423,0.255198022,0.252499794,0.270973268,0.232966986,0.217856603,0.212523853,0.22105293,0.222087744,0.227734765,0.223846692,0.195194822,0.182365649,0.166781428,0.187086633,0.198751466,0.168493368,0.186228481,0.159837942,0.197802375,0.201042566,0.159609155,0.1637131,0.157742751,0.163358702
Philippines,0.2590673,0.265130009,0.286708524,0.27837371,0.289153969,0.299741699,0.284746647,0.30462877,0.294819631,0.281606118,0.279631518,0.257752434,0.245798752,0.23017445,0.217835604,0.203708584,0.169949975,0.165500409,0.170315469,0.164372668,0.165166595,0.157228225,0.154261304,0.152346835,0.151663245
Poland,1.565375689,1.598444866,1.49541162,1.402234354,1.232735563,1.163557476,1.115815887,1.013580355,0.888673016,0.81483101,0.734332557,0.709524434,0.654612901,0.645453902,0.597605581,0.570456988,0.5522385,0.491076862,0.451008201,0.405317078,0.394966091,0.364461402,0.330623955,0.321461343,0.293498201
Portugal,0.360387995,0.347205984,0.368533434,0.357213133,0.351816034,0.359625702,0.33728992,0.332469091,0.340926716,0.355754805,0.322784566,0.309920449,0.31471879,0.280848814,0.280463755,0.273319157,0.230566688,0.221941153,0.197825491,0.193672008,0.166717504,0.168438798,0.165420585,0.155702713,0.15068029
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,0.68028173,0.763690732,0.693096019,0.665934808,0.562576405,0.602249609,0.577137295,0.474876385,0.405684043,0.38389912,0.33237015,0.318559506,0.349382286,0.297054438,0.355672268
Romania,1.423168627,1.273914262,1.251920296,1.173182441,1.050891182,1.025095457,0.966220203,0.897556823,0.800010839,0.713575707,0.690816353,0.669522443,0.624757833,0.620318372,0.502920542,0.4711773,0.422401434,0.357650905,0.279586192,0.240765761,0.231174354,0.235258496,0.215213708,0.179325238,0.17049379
Russian Federation,,,2.039233905,2.033974405,1.995668325,1.958846284,1.972983451,1.809978999,1.853099435,1.758552956,1.556994628,1.449401864,1.33323816,1.1983981,1.087402076,0.951884251,0.782519455,0.701122359,0.595850917,0.568534767,0.570730808,0.507398548,0.495838419,0.472310473,0.453301697
Rwanda,0.132186631,0.117867208,0.108848593,0.117452121,0.220866904,0.156259052,0.141503058,0.126845846,0.112684761,0.111345739,0.104113479,0.094563091,0.082241293,0.077367398,0.071104569,0.063044386,0.056023257,0.053480526,0.045948404,0.04552585,0.042993088,0.043925713,0.043982109,0.044974446,0.042885069
Samoa,0.26622733,0.27299467,0.276669164,0.259621365,0.269517891,0.255450348,0.248682792,0.250048559,0.248867897,0.246747955,0.237936349,0.223302709,0.210673923,0.207791692,0.188794682,0.188647315,0.183651899,0.1756882,0.177874576,0.193014741,0.189881706,0.189626711,0.181943909,0.182332059,0.176481564
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,0.220942036,0.242802232,0.251631376,0.262212025,0.249319411,0.242901335,0.229093233,0.207717945,0.218764323,0.218936672,0.213030223,0.224367107,0.210368738,0.193770829
Saudi Arabia,0.413053632,0.500657108,0.501964595,0.546369173,0.522046577,0.389623478,0.410181102,0.333300548,0.307644419,0.343618851,0.417233076,0.413669479,0.460200759,0.40722736,0.44426988,0.409966034,0.421298284,0.36098197,0.369703772,0.4084012,0.424917105,0.364810743,0.383701053,0.351704726,0.369940501
Senegal,0.280504605,0.284683902,0.279339704,0.278169872,0.295749966,0.246248524,0.253716652,0.211034674,0.20702564,0.207086816,0.208924086,0.214960532,0.218959448,0.222305901,0.215021321,0.219284702,0.169067476,0.171856244,0.15925395,0.139317521,0.224674985,0.234374278,0.206881145,0.210469212,0.203701685
Serbia,,,,,,,,,,,,,,,,,0.714507283,0.633063443,0.56109574,0.503196414,0.492492012,0.494923911,0.439260926,0.428264504,0.360345249
Seychelles,0.234464865,0.253000847,0.230832652,0.225885795,0.245238147,0.237797584,0.26379434,0.336569241,0.389555925,0.444040132,0.480178835,0.533186114,0.440655041,0.469064269,0.630026568,0.524263472,0.494803083,0.38183404,0.413387447,0.313877349,0.247774521,0.172904159,0.216178257,0.183691106,0.211715869
Sierra Leone,0.139365208,0.147553299,0.14585476,0.140547142,0.161047815,0.133491018,0.152469996,0.149368688,0.135521446,0.1206108,0.128312983,0.17913997,0.149398616,0.143878171,0.12921907,0.102097654,0.127627543,0.10064276,0.096877523,0.091629804,0.095638028,0.109033069,0.106528173,0.100304893,0.103422536
Singapore,0.644551007,0.594542625,0.58312055,0.540183694,0.573664617,0.358369333,0.38588508,0.41173172,0.346375493,0.332605878,0.292026479,0.292002268,0.263726705,0.163263677,0.132405573,0.127521226,0.115195976,0.066573645,0.11624923,0.178364867,0.153151061,0.114734975,0.086691068,0.124418519,0.118994941
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,0.55491648,0.552477946,0.547470665
Slovak Republic,,,1.167239628,1.083995275,0.941979487,0.90822963,0.821342476,0.757336087,0.707560801,0.679593579,0.586381064,0.591458037,0.549101019,0.51980223,0.474895507,0.440860104,0.3857991,0.323328007,0.29590849,0.274036544,0.269284686,0.247547711,0.227377452,0.219115762,0.195715091
Slovenia,,,0.556889604,0.55802774,0.525662788,0.533976358,0.52689143,0.5229522,0.477947267,0.450181905,0.401011249,0.40156304,0.380743824,0.367768564,0.346177237,0.331242018,0.314193121,0.291587864,0.289845601,0.27266,0.269864105,0.255188814,0.248625008,0.230546523,0.201451409
Solomon Islands,0.384904029,0.351225119,0.297109814,0.279133735,0.243869256,0.226518593,0.218931306,0.218363796,0.212148967,0.220920302,0.252051008,0.28110015,0.2846945,0.268548293,0.249296478,0.229333032,0.21286858,0.210330398,0.20049094,0.217062121,0.204673935,0.177114586,0.166210186,0.161494853,0.155008445
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1.325176598,1.349186156,1.245835946,1.279325936,1.28223716,1.30107361,1.232245485,1.251067127,1.204193475,1.151591769,1.090886216,1.02122951,0.929312202,1.005067391,1.041915907,0.888859738,0.877674495,0.845068147,0.855295405,0.873086688,0.789269637,0.742984395,0.710471671,0.677807057,0.685923245
South Sudan,,,,,,,,,,,,,,,,,,,,,,,0.066578025,0.062934564,0.061716221
Spain,0.412714114,0.401834037,0.403561461,0.373352885,0.380081705,0.375023851,0.345750137,0.352166542,0.341694511,0.351193449,0.337041656,0.318223485,0.311590368,0.303766527,0.30206388,0.292286562,0.255853546,0.242994053,0.214128785,0.191935088,0.182200732,0.180490506,0.176969297,0.155944456,0.14932889
Sri Lanka,0.095233271,0.095078962,0.110541046,0.09822663,0.099815966,0.099002819,0.112047098,0.111632862,0.108330081,0.112748412,0.123609078,0.125318736,0.125620867,0.116646803,0.119597312,0.107412664,0.095834572,0.090143885,0.082467199,0.085314487,0.07859497,0.081051144,0.077169772,0.070865191,0.078686501
St. Kitts and Nevis,0.262935645,0.259166076,0.25139738,0.23760282,0.235176822,0.231827722,0.221236826,0.220560188,0.230410666,0.236148165,0.223475939,0.211654596,0.228754174,0.232594595,0.233787491,0.192432167,0.184845472,0.193200374,0.177967785,0.188974027,0.186468846,0.188424756,0.177237387,0.167905977,0.160473651
St. Lucia,0.187013713,0.188410985,0.204028091,0.219766764,0.246505588,0.284084963,0.283810518,0.265165946,0.246705589,0.245328108,0.248117439,0.276494279,0.24368026,0.252655179,0.227022323,0.227908656,0.208308984,0.208687313,0.20057167,0.196380339,0.202746127,0.192437341,0.189410366,0.189934415,0.186399013
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,0.207384225,0.189331885,0.190589099,0.21740938,0.25404516,0.244886761,0.244211088,0.231939915,0.269313453,0.264347831,0.226131188,0.26650974,0.256832358,0.247917681,0.257538406,0.243695417,0.219649841,0.213884691,0.206531302,0.287030452,0.20722537,0.183456009,0.226868588,0.180865392,0.175378629
Sudan,0.178093628,0.150105905,0.123251777,0.079459259,0.105719609,0.101231189,0.096818534,0.105234235,0.086467172,0.089640224,0.089571055,0.094733642,0.111689758,0.113733648,0.134708491,0.116443223,0.112322581,0.115328553,0.110797912,0.111142132,0.108755184,0.106743294,0.097432214,0.096935268,0.091994188
Suriname,0.646673715,0.706174062,0.692600884,0.716156325,0.67934455,0.671354691,0.659711999,0.620025971,0.599340289,0.604409362,0.598002031,0.605644362,0.383357683,0.349087136,0.31702543,0.300424856,0.301592258,0.282388845,0.293059164,0.290846223,0.327950665,0.248813931,0.272710108,0.221060079,0.224678035
Sweden,0.301650539,0.292769514,0.286798469,0.29016089,0.289490798,0.273879955,0.267581616,0.240647477,0.234312874,0.212265539,0.18970999,0.193637871,0.210019355,0.1940535,0.180599581,0.167920249,0.145714794,0.129307442,0.12714972,0.116675002,0.13324502,0.124974765,0.110382323,0.1021701,0.096155165
Switzerland,0.229939111,0.224975497,0.220512516,0.205386352,0.201358297,0.186316156,0.184666603,0.183873642,0.178186598,0.168452721,0.152022091,0.161505385,0.148111453,0.145154553,0.139457991,0.136998776,0.123977381,0.101124474,0.100467262,0.103883955,0.093907032,0.083156277,0.081652692,0.08273097,0.06965125
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,0.83554012,0.691008162,0.391479032,0.454818953,0.618858443,0.455524277,0.496224645,0.475866965,0.38153207,0.349078953,0.254481965,0.248497267,0.270764883,0.234601166,0.231561216,0.254580914,0.207803148,0.167675354,0.161412546,0.135972298,0.154910029,0.168149566,0.23059912
Tanzania,0.09220921,0.092472606,0.087138129,0.093924128,0.08389114,0.117189895,0.107240197,0.084788441,0.071692168,0.066910404,0.065421662,0.071205489,0.07512241,0.073305951,0.076125027,0.086641667,0.086460798,0.07713434,0.074574589,0.067745487,0.075616539,0.078339971,0.086753711,0.093492569,0.08893034
Thailand,0.371864193,0.364098449,0.362357763,0.372177978,0.375785809,0.394230228,0.409862159,0.427337075,0.404427732,0.408562841,0.393758177,0.39986745,0.396987617,0.391975293,0.388878326,0.368341756,0.346905385,0.320923567,0.309455539,0.327821002,0.317531389,0.304495669,0.296885987,0.287474325,0.294397733
Timor-Leste,,,,,,,,,,,,,0.066520267,0.066088862,0.042787831,0.030538154,0.021357464,0.020161624,0.019790751,0.023564462,0.024329586,0.022384124,0.024970091,0.041398719,0.058492453
Togo,0.243290772,0.258331713,0.26075945,0.3105407,0.254345908,0.264579759,0.26535517,0.212283753,0.254001169,0.321921925,0.281011979,0.238841868,0.251534847,0.279408652,0.254417857,0.23361324,0.198814917,0.218267179,0.245929248,0.382412863,0.337971049,0.290404578,0.269827769,0.267222887,0.244186515
Tonga,0.34892702,0.392683043,0.279861614,0.319014079,0.323484086,0.317720705,0.251980515,0.318902677,0.272894562,0.323698215,0.265458685,0.231443305,0.257025285,0.282432237,0.258747951,0.255257362,0.282019257,0.253827905,0.25708011,0.27209651,0.230801943,0.192459174,0.193855811,0.210211125,0.215158799
Trinidad and Tobago,1.969058876,1.845963745,1.845353202,1.702904228,1.562244519,1.438670071,1.595131302,1.30280171,1.238767965,1.332663326,1.289382906,1.339028808,1.326264857,1.271599464,1.198880939,1.249228187,1.198104613,1.186831854,1.099028812,1.153916176,1.178688748,1.133795809,1.06281091,1.049237645,1.033858144
Tunisia,0.44227483,0.480694465,0.422846998,0.443968829,0.406972033,0.384437942,0.375255874,0.353763389,0.354662434,0.335699056,0.340814052,0.335731692,0.326879333,0.312163447,0.300310269,0.286008014,0.267615594,0.256108293,0.24815608,0.238651558,0.254299474,0.238915027,0.233921298,0.228953755,0.227386843
Turkey,0.440477435,0.429974143,0.408618028,0.384057695,0.39199689,0.392714395,0.395021381,0.381229318,0.359617704,0.360741791,0.35663817,0.328891855,0.338413446,0.344286746,0.30975441,0.294081491,0.279333308,0.275499638,0.251201431,0.251498144,0.236442291,0.222297214,0.214123941,0.192075205,0.186913316
