GrainID	O11	O12	O13	O21	O22	O23	O31	O32	O33	X	Y	Z	a	b	c	alpha	beta	gamma	DiffPos	DiffOme	DiffAngle	GrainRadius	Confidence	eFab11	eFab12	eFab13	eFab21	eFab22	eFab23	eFab31	eFab32	eFab33	eKen11	eKen12	eKen13	eKen21	eKen22	eKen23	eKen31	eKen32	eKen33	RMSErrorStrain	PhaseNr	Eul0	Eul1	Eul2
8980	0.260423	0.200499	0.944453	-0.383078	0.919366	-0.089542	-0.886252	-0.338477	0.316230	168.864896	189.662168	-234.227995	2.927783	2.928506	4.674025	89.977569	90.103150	119.973771	213.892682	0.114423	0.127804	39.542324	0.808511	-1609.461424	-93.852223	-1.687345	-93.852223	1545.010211	-203.161238	-1.687345	-203.161238	1200.272576	-1029.278404	327.403181	-236.618268	327.403181	1580.677656	-16.236037	-236.618268	-16.236037	800.959594	974.588791	1.000000	0.000000	0.000000	0.000000	
8982	0.553768	-0.185526	0.811739	0.423680	0.902013	-0.082876	-0.716824	0.389812	0.578109	-60.415615	-121.130919	-158.960882	2.931488	2.927063	4.676707	90.039198	90.040795	120.078375	182.125971	0.115763	0.121538	39.950559	0.820652	-216.815843	-646.321574	-1250.333645	-646.321574	60.731523	36.224917	-1250.333645	36.224917	1582.245845	-28.329594	-589.394867	-1466.063358	-589.394867	-2.809256	20.088350	-1466.063358	20.088350	1101.762007	669.178928	1.000000	0.000000	0.000000	0.000000	
8983	0.298789	0.155105	-0.941630	-0.242321	0.966695	0.082343	0.923041	0.203574	0.326423	92.988714	-75.325921	-152.076678	2.927954	2.929643	4.674642	90.008402	89.931201	120.038033	302.125755	0.154214	0.186017	67.100959	0.803191	-1293.959529	421.847173	95.077538	421.847173	1420.414144	303.572810	95.077538	303.572810	940.967026	-1087.262902	257.173138	45.109786	257.173138	1453.375438	-33.699064	45.109786	-33.699064	461.112190	1576.196906	1.000000	95.238595	70.368928	250.456488	
8985	0.031587	0.093613	-0.995115	0.322738	0.941318	0.098800	0.945969	-0.324280	-0.000479	-420.022470	344.013822	-204.143346	2.926901	2.926381	4.683097	90.059496	90.055662	119.894558	206.587058	0.142790	0.131835	47.865132	0.845745	485.085669	-819.866403	234.118621	-819.866403	2043.450588	-759.366674	234.118621	-759.366674	314.668378	-692.462125	144.579452	-232.075741	144.579452	1401.276963	-947.243290	-232.075741	-947.243290	622.423096	977.757392	1.000000	275.174762	87.783886	109.736260	
9133	0.036138	0.095431	0.994788	-0.018183	0.995328	-0.094823	-0.999189	-0.014661	0.037705	172.936981	-112.556186	-219.846876	2.931261	2.929560	4.673176	89.992163	90.021049	120.065902	206.995420	0.108933	0.128628	55.963477	0.944444	-1423.285396	322.013199	40.918670	322.013199	820.689798	356.626873	40.918670	356.626873	2177.744567	-845.340206	276.493803	-189.553106	276.493803	704.691292	144.769783	-189.553106	144.769783	1702.021895	881.327390	1.000000	95.027085	77.144085	277.420022	
8987	0.118050	0.056953	0.991373	0.336741	0.936901	-0.093922	-0.934168	0.344923	0.091423	-276.748062	-102.843696	229.099249	2.928308	2.930870	4.680351	89.957834	90.006019	120.072539	250.960038	0.117752	0.145082	41.271231	0.840426	157.864207	456.112892	-4.238225	456.112892	1492.507280	849.197000	-4.238225	849.197000	829.738353	-1047.793866	259.391110	336.847963	259.391110	1875.428448	663.670514	336.847963	663.670514	754.810719	870.297968	1.000000	95.148431	80.183952	245.818607	
9146	0.241654	0.200045	0.949518	-0.391153	0.915579	-0.093346	-0.888033	-0.348850	0.299502	-279.849640	-117.669587	-216.720141	2.926420	2.929252	4.674279	90.081785	89.883536	119.975932	267.074750	0.146072	0.150234	34.783047	0.808511	-428.013433	543.579141	-1257.359784	543.579141	1603.394381	347.904018	-1257.359784	347.904018	-218.072476	-1054.848728	758.637088	-180.808637	758.637088	1382.972974	406.006866	-180.808637	406.006866	1064.677266	811.668973	1.000000	0.000000	0.000000	0.000000	
8994	0.037805	0.100916	0.994184	-0.103595	0.989923	-0.096544	-0.993909	-0.099341	0.047878	327.600188	250.336802	-171.201369	2.928421	2.930803	4.678299	90.041350	89.855348	120.030307	141.253310	0.105530	0.099706	56.042160	0.869565	-97.498470	905.982702	-1054.618948	905.982702	1052.170053	666.086997	-1054.618948	666.086997	1525.714762	-277.677286	441.454284	-602.729751	441.454284	720.875184	917.425113	-602.729751	917.425113	1095.542150	422.403735	1.000000	0.000000	0.000000	0.000000	
8996	0.031552	0.094802	-0.995004	0.322166	0.941396	0.099914	0.946165	-0.323707	-0.000839	-437.395256	370.859633	-215.898904	2.928156	2.925126	4.681320	89.939822	90.023560	120.000637	157.435413	0.131700	0.121158	48.018704	0.872340	367.863970	420.910574	247.106942	420.910574	99.678204	-495.746447	247.106942	-495.746447	929.437394	-531.162909	239.539487	-117.322787	239.539487	1363.785130	-931.867869	-117.322787	-931.867869	643.147432	690.771947	1.000000	279.437747	79.216652	81.405452	
9147	0.012440	0.106660	0.994218	-0.192418	0.975967	-0.102295	-0.981234	-0.190033	0.032664	-27.191027	-256.849602	-206.716577	2.925872	2.928170	4.676520	89.963837	90.037525	120.004220	172.782420	0.114002	0.121190	68.383367	0.989362	-795.067291	-75.995355	220.671353	-75.995355	1160.411335	-9.802770	220.671353	-9.802770	229.928002	-865.818326	89.970837	409.877102	89.970837	1388.203457	483.916722	409.877102	483.916722	647.806050	828.124664	1.000000	0.000000	0.000000	0.000000	
9002	0.023444	0.028510	-0.999326	-0.026732	0.999254	0.027881	0.999375	0.026060	0.024189	-153.953404	-182.299752	-11.465862	2.927363	2.928806	4.674856	89.989398	90.009141	119.938190	186.013767	0.131084	0.123866	38.050514	0.850000	-1092.022031	64.865189	136.224000	64.865189	2002.113090	-255.757658	136.224000	-255.757658	722.712481	-1162.886036	-222.987729	477.791502	-222.987729	1350.695392	-150.099188	477.791502	-150.099188	861.126008	702.205646	1.000000	0.000000	0.000000	0.000000	
9149	0.049201	0.108077	-0.992932	-0.113451	0.988299	0.101952	0.992332	0.107631	0.060886	-255.147712	-417.316108	-237.086699	2.925932	2.929820	4.676307	90.033123	90.005820	120.023932	193.872996	0.113856	0.122722	34.647633	0.826087	-716.642744	458.582215	-78.788445	458.582215	712.909586	-817.532883	-78.788445	-817.532883	939.358432	-1017.747429	451.019083	27.435310	451.019083	1240.164863	-212.491634	27.435310	-212.491634	1086.599543	609.681887	1.000000	94.925183	79.382055	263.111695	
9005	0.076513	0.082315	0.993665	0.338088	0.935403	-0.103522	-0.937999	0.343867	0.043741	-398.300994	92.898025	228.642327	2.927815	2.930579	4.680339	90.071498	89.994742	120.075613	309.686379	0.117957	0.157095	47.375339	0.845745	-68.363420	-570.761211	132.686382	-570.761211	1589.103111	807.359264	132.686382	807.359264	656.978307	-452.124341	364.933573	17.084518	364.933573	1766.673904	580.088018	17.084518	580.088018	508.509471	988.536160	1.000000	274.883132	85.674606	69.847518	
9171	0.354508	0.198777	0.913680	-0.280561	0.954733	-0.098850	-0.891970	-0.221300	0.394229	-417.599501	153.395019	90.067285	2.929213	2.929791	4.681103	89.899509	89.964839	119.966175	225.705639	0.121358	0.128625	48.886371	0.893617	675.014353	-987.215331	-933.388071	-987.215331	2035.604628	-1.373486	-933.388071	-1.373486	941.517289	-382.027600	50.195717	-604.220421	50.195717	1199.310977	-164.623017	-604.220421	-164.623017	1183.222270	693.847882	1.000000	275.291962	84.557910	67.333537	
9009	0.070334	0.064570	0.995431	-0.412697	0.910378	-0.029893	-0.908149	-0.408709	0.090679	133.405519	472.336714	208.556792	2.929517	2.931953	4.671930	90.002671	89.937640	119.967091	152.630368	0.150977	0.115594	71.569476	0.989362	-1604.925528	-116.311033	-854.181066	-116.311033	2698.672569	166.536348	-854.181066	166.536348	1434.310714	-1264.777341	154.022899	-399.208244	154.022899	1573.803153	-657.315374	-399.208244	-657.315374	1194.317535	405.493542	1.000000	275.309820	84.544440	67.372769	
9012	0.180392	-0.022081	-0.983347	0.297204	0.954240	0.033094	0.937618	-0.298225	0.178699	-203.383219	-355.205125	-114.241414	2.928464	2.927976	4.674062	89.910413	90.048985	120.062218	158.501030	0.121357	0.113161	58.522133	0.978723	-1154.681709	-771.040593	631.872128	-771.040593	685.975082	-496.410746	631.872128	-496.410746	771.799664	-1132.762435	-106.483098	463.805315	-106.483098	1555.496948	-137.148565	463.805315	-137.148565	951.721401	585.758833	1.000000	94.746230	86.847090	252.331710	
9177	0.093059	0.124414	0.987857	-0.133015	0.984822	-0.111502	-0.986736	-0.121023	0.108196	-55.550442	231.439801	-197.684740	2.929718	2.928329	4.675947	90.080334	89.932190	120.023900	167.285047	0.124010	0.118414	39.615322	0.835106	-583.715001	877.148314	-625.703557	877.148314	879.854157	-164.359517	-625.703557	-164.359517	1346.286652	-744.868701	674.659708	-134.229650	674.659708	1327.314410	-88.915383	-134.229650	-88.915383	1246.439003	992.349024	1.000000	0.000000	0.000000	0.000000	
9180	0.056630	0.105404	-0.992816	0.287068	0.950700	0.117307	0.956235	-0.291649	0.023580	-64.542345	-363.974398	223.554329	2.927314	2.929116	4.674419	89.962089	90.030336	120.029334	257.244180	0.119823	0.153344	45.455141	0.851064	-1215.508019	4.626555	210.329733	4.626555	1319.410311	-339.602356	210.329733	-339.602356	605.682100	-876.057518	232.803837	-17.604497	232.803837	1633.337937	33.751168	-17.604497	33.751168	238.284886	852.351598	1.000000	278.852213	87.781088	88.115783	
9048	0.480888	-0.049523	-0.875387	0.302648	0.946414	0.112719	0.822897	-0.319138	0.470107	-90.995614	307.324863	170.321454	2.926231	2.925998	4.680366	89.984416	90.019147	119.944493	185.629912	0.107152	0.123004	77.171711	0.994681	238.539614	-59.411030	130.337596	-59.411030	1071.485605	-398.831090	130.337596	-398.831090	89.050401	-10.559862	446.162381	455.159472	446.162381	881.730820	-344.357113	455.159472	-344.357113	332.562281	620.390729	1.000000	274.394424	75.492371	103.910026	
9029	0.026125	0.118210	0.992653	-0.041248	0.992266	-0.117079	-0.998815	-0.037885	0.030799	-318.638467	456.165807	243.825776	2.926613	2.932156	4.680524	90.059038	90.060812	119.983989	232.506742	0.126221	0.138037	39.868779	0.811111	-117.403271	-850.456639	132.777017	-850.456639	2048.823813	1037.755529	132.777017	1037.755529	1337.499559	-788.591584	-71.778995	514.273789	-71.778995	644.063441	395.725779	514.273789	395.725779	1227.055180	778.451722	1.000000	274.127106	57.892133	101.727713	
9194	0.297515	0.041525	-0.953814	0.236393	0.964740	0.115737	0.924988	-0.259908	0.277209	-245.785019	102.325776	-105.186593	2.928880	2.931715	4.674818	90.012296	89.924504	120.089167	196.657723	0.102712	0.123857	86.704769	1.000000	-1366.672990	60.745940	-183.187728	60.745940	1932.180093	-837.612376	-183.187728	-837.612376	1047.638391	-858.093980	359.313549	-298.284814	359.313549	1856.727844	-512.150698	-298.284814	-512.150698	683.635389	925.644066	1.000000	0.000000	0.000000	0.000000	
9040	0.185759	0.162486	-0.969067	-0.201238	0.971619	0.124339	0.961768	0.171916	0.213185	-333.599495	446.921265	148.610984	2.926943	2.931168	4.673340	90.023095	90.031140	119.957165	294.702593	0.173646	0.175458	42.789675	0.808511	-1199.330605	66.526713	757.380238	66.526713	2392.563817	-596.150961	757.380238	-596.150961	587.584901	-1284.509816	367.967928	520.774405	367.967928	1460.582964	-642.444428	520.774405	-642.444428	1116.877233	1950.114690	1.000000	0.000000	0.000000	0.000000	
9042	0.447794	0.039904	0.893246	0.139717	0.983609	-0.113983	-0.883153	0.175843	0.434879	61.288545	-358.939723	-90.989660	2.929441	2.931527	4.679126	89.998228	90.051676	120.069837	166.541689	0.146089	0.143951	74.128727	1.000000	-405.957785	-47.169311	-88.461117	-47.169311	2073.994635	559.815484	-88.461117	559.815484	1188.873088	-485.261324	-177.961371	-269.995214	-177.961371	1381.845887	308.894616	-269.995214	308.894616	1058.507470	897.905238	1.000000	0.000000	0.000000	0.000000	
9204	0.299557	-0.052094	0.952661	0.526490	0.841739	-0.119526	-0.795667	0.537368	0.279575	-40.367736	229.979882	-44.552624	2.929251	2.930138	4.675458	89.966897	90.048792	120.088907	134.724761	0.105446	0.108600	74.723223	0.984043	-950.915732	380.720281	-372.558708	380.720281	918.778058	-855.262041	-372.558708	-855.262041	1372.727683	-931.615294	349.095298	-568.767012	349.095298	1259.461085	-587.479541	-568.767012	-587.479541	1197.071293	954.140084	1.000000	0.000000	0.000000	0.000000	
9049	0.042598	0.115402	0.992405	0.434614	0.892259	-0.122412	-0.899609	0.436528	-0.012147	439.670983	158.608031	178.862022	2.927587	2.931002	4.681392	89.951436	90.001355	120.046902	173.595504	0.108405	0.124005	52.268013	0.896739	437.145476	644.991930	66.777984	644.991930	1541.515614	680.364976	66.777984	680.364976	781.396654	-669.736558	314.207378	170.922657	314.207378	1383.049418	740.341216	170.922657	740.341216	1031.093064	687.128499	1.000000	278.306852	90.197354	81.287710	
9210	0.332471	-0.067615	0.940692	0.511168	0.851135	-0.119490	-0.792578	0.520576	0.317539	46.815945	-412.113225	45.113862	2.926674	2.930051	4.678415	89.931109	90.099778	119.992298	211.036959	0.118810	0.128273	44.975594	0.888298	-767.551412	161.687789	383.576585	161.687789	1831.527774	-310.794168	383.576585	-310.794168	972.417911	-648.693842	326.421812	88.134138	326.421812	1467.679787	98.463763	88.134138	98.463763	678.783465	1007.789973	1.000000	278.308630	90.198677	81.298791	
9054	0.308122	0.259153	0.915375	-0.410817	0.904093	-0.117673	-0.858080	-0.339790	0.385034	396.682252	377.350575	236.554240	2.928994	2.928945	4.675439	90.067073	89.955454	119.963805	170.619396	0.125830	0.116095	36.539113	0.803191	-351.438847	15.293029	-1158.713128	15.293029	1830.523491	-242.099644	-1158.713128	-242.099644	624.786803	-471.317623	-26.927698	-666.516346	-26.927698	1158.279232	-295.392573	-666.516346	-295.392573	1207.285731	1134.915345	1.000000	0.000000	0.000000	0.000000	
9209	0.186050	0.164500	-0.968679	-0.204049	0.970860	0.125679	0.961125	0.174273	0.214195	-385.405402	492.452050	160.676188	2.928994	2.930315	4.671317	89.984213	89.959977	119.918645	192.735112	0.120957	0.110878	40.240307	0.829787	-1839.147218	171.661710	453.040863	171.661710	2895.719059	83.039851	453.040863	83.039851	1090.099757	-737.358995	508.519981	213.183460	508.519981	997.884624	-584.169089	213.183460	-584.169089	949.855282	967.307106	1.000000	0.000000	0.000000	0.000000	
9062	0.096670	0.165581	-0.981447	-0.311114	0.941682	0.128228	0.945443	0.292946	0.142547	-193.369012	322.712260	-5.897672	2.927773	2.933089	4.676232	90.065110	89.901688	120.112763	215.516569	0.117835	0.122343	51.658072	0.904255	-997.695669	252.423800	-442.080765	252.423800	2235.824066	1320.180335	-442.080765	1320.180335	529.494239	-1025.717493	249.724523	-398.088749	249.724523	1562.067895	830.674831	-398.088749	830.674831	697.807913	819.769005	1.000000	0.000000	0.000000	0.000000	
9064	0.236245	0.037606	0.970966	0.378638	0.916702	-0.127630	-0.894886	0.397797	0.202327	-98.300735	156.194047	-1.293043	2.927441	2.929133	4.675756	89.976636	90.048562	120.000240	165.311455	0.121387	0.115085	43.340490	0.845745	-959.246445	328.849966	62.843408	328.849966	1394.716361	102.815613	62.843408	102.815613	902.688497	-855.672342	233.932184	-509.545044	233.932184	1740.443712	5.029128	-509.545044	5.029128	660.951229	653.915225	1.000000	273.704249	64.650905	98.202856	
9069	0.212132	0.061606	-0.975304	0.322829	0.937565	0.129441	0.922385	-0.342313	0.178999	331.849269	-405.861730	-150.382109	2.927143	2.928791	4.676942	89.998811	90.016618	119.923009	155.239803	0.118772	0.116844	62.024908	0.973404	-555.602163	226.107797	309.241046	226.107797	2191.550479	-281.489530	309.241046	-281.489530	514.699380	-681.051291	542.095247	462.828729	542.095247	1506.705609	-478.875397	462.828729	-478.875397	574.226122	473.473963	1.000000	0.000000	0.000000	0.000000	
9223	0.242580	0.099089	0.965064	0.110552	0.985466	-0.128974	-0.963818	0.137977	0.228100	-416.168626	-151.690250	-237.124114	2.925050	2.929260	4.672651	90.071529	89.906700	119.948292	259.920904	0.135948	0.140903	35.867522	0.835106	-1026.689747	449.548926	-1243.843238	449.548926	1659.367155	-490.003074	-1243.843238	-490.003074	-210.487759	-707.226793	835.717990	-375.920521	835.717990	1183.816572	165.652314	-375.920521	165.652314	759.737271	1399.770023	1.000000	0.000000	0.000000	0.000000	
9222	0.108586	0.096979	0.989353	0.417833	0.898596	-0.133946	-0.902019	0.427927	0.057053	-200.700606	-384.720431	-28.522960	2.927428	2.928984	4.676433	89.993406	90.020282	120.013224	141.896014	0.116398	0.115859	82.156407	1.000000	-723.511617	324.883948	39.058860	324.883948	1129.783942	-302.218964	39.058860	-302.218964	890.212579	-977.801218	149.271364	317.863032	149.271364	1253.720468	50.037934	317.863032	50.037934	981.049337	468.040205	1.000000	93.720904	75.319490	236.840028	
9078	0.274981	0.051360	0.960077	0.289333	0.947863	-0.133576	-0.916882	0.314513	0.245784	-79.305139	153.704362	-226.412619	2.931290	2.932499	4.675903	89.941002	90.096895	120.121659	182.073087	0.096988	0.111248	40.290586	0.813830	-1065.737535	352.420423	281.453516	352.420423	1768.655506	1249.959173	281.453516	1249.959173	1903.392259	-1069.600515	652.781300	-186.735992	652.781300	1773.406264	994.724258	-186.735992	994.724258	1162.000825	777.993012	1.000000	93.694868	87.709799	286.208496	
9084	0.257676	0.255571	-0.931819	-0.407337	0.903232	0.135089	0.876173	0.344755	0.336845	404.719560	-316.073208	221.842219	2.928284	2.928555	4.672535	89.965314	89.935958	120.050652	180.237313	0.123841	0.122781	62.274311	0.978723	-1460.211342	1055.635654	347.873566	1055.635654	593.044648	237.198596	347.873566	237.198596	1097.515176	-886.163693	329.425710	532.495753	329.425710	1293.730410	119.569781	532.495753	119.569781	1123.353500	462.518696	1.000000	273.620580	88.112481	79.255185	
9087	0.265939	0.172084	-0.948512	-0.142560	0.980140	0.137852	0.953397	0.098558	0.285189	145.621515	-340.087941	211.323742	2.931411	2.927403	4.674977	89.954478	90.022734	120.021207	131.643728	0.118149	0.112535	67.420182	0.994565	-650.251632	213.180703	863.130457	213.180703	1331.968493	-964.577757	863.130457	-964.577757	1043.706569	-882.753671	398.962631	568.087347	398.962631	1234.901852	-728.740413	568.087347	-728.740413	777.456672	950.159318	1.000000	93.651284	82.345499	276.694524	
9244	0.247523	0.013006	0.968801	0.532437	0.833569	-0.147230	-0.809478	0.552265	0.199402	-0.105412	142.259994	-238.180557	2.927142	2.929953	4.672926	89.985472	89.954110	120.048618	169.671823	0.115797	0.116176	40.911329	0.819149	-1263.128472	181.849155	-910.500705	181.849155	1309.263209	-584.979604	-910.500705	-584.979604	376.892707	-1472.394028	318.502833	-411.359307	318.502833	1229.538705	-725.867212	-411.359307	-725.867212	1140.715529	550.066894	1.000000	0.000000	0.000000	0.000000	
9102	0.427374	0.136093	0.893778	-0.025585	0.990030	-0.138515	-0.903718	0.036331	0.426595	83.215778	-138.728825	-60.950771	2.926143	2.929901	4.678843	89.988013	89.983406	120.029633	137.825239	0.113645	0.116404	40.221055	0.816667	21.363623	-0.475691	-460.248861	-0.475691	538.559571	834.150587	-460.248861	834.150587	960.019701	-31.457725	107.338135	-520.547178	107.338135	1037.118696	804.774697	-520.547178	804.774697	762.119656	472.471842	1.000000	0.000000	0.000000	0.000000	
9257	0.368187	0.100990	0.924256	0.103345	0.983478	-0.148632	-0.923996	0.150242	0.351667	375.808216	-218.581612	-148.214350	2.930381	2.928014	4.680997	89.994067	89.948884	119.992226	155.200429	0.109030	0.095794	56.618932	0.946809	414.350332	-432.475129	-616.504480	-432.475129	1564.771105	380.270513	-616.504480	380.270513	1181.572552	-607.309065	342.154618	-404.938778	342.154618	1117.576340	111.019719	-404.938778	111.019719	1096.843002	341.426940	1.000000	0.000000	0.000000	0.000000	
9119	0.309965	0.061871	-0.948733	0.062735	0.994375	0.085344	0.948676	-0.085973	0.304340	456.981629	-232.221141	-202.424804	2.929485	2.924913	4.679583	90.078798	89.943941	119.989787	141.535229	0.153233	0.142301	49.018236	0.853261	44.544946	563.720939	290.456986	563.720939	-184.699018	-427.766068	290.456986	-427.766068	1656.641097	-736.989389	325.375215	308.512505	325.375215	589.988465	122.585106	308.512505	122.585106	1583.256512	1049.176997	1.000000	0.000000	0.000000	0.000000	
9258	0.073954	0.158488	-0.984595	0.058956	0.984869	0.162962	0.995525	-0.070100	0.063491	-307.256751	444.514217	-221.023190	2.927828	2.930592	4.675512	89.970763	89.959829	119.910160	226.571134	0.122049	0.125744	63.244038	0.988889	-1064.157608	-25.131879	12.380958	-25.131879	2823.412479	-638.526093	12.380958	-638.526093	1064.431132	-690.458742	471.364984	-313.660578	471.364984	1018.572153	89.177754	-313.660578	89.177754	979.041289	1029.590995	1.000000	0.000000	0.000000	0.000000	
9276	0.468253	-0.103872	-0.877468	0.476046	0.866274	0.151491	0.744392	-0.488651	0.455083	-384.137127	80.583889	-52.228029	2.929483	2.928839	4.670461	90.043391	89.978156	120.030323	170.490095	0.119637	0.119014	54.226995	0.934783	-1324.628249	602.871190	1263.243312	602.871190	845.707672	-517.699632	1263.243312	-517.699632	979.545659	-207.073264	192.385912	802.634959	192.385912	860.923656	-454.726984	802.634959	-454.726984	925.668262	435.045721	1.000000	0.000000	0.000000	0.000000	
9134	0.117768	0.057836	0.991363	0.333572	0.937992	-0.094352	-0.935347	0.341800	0.091172	-290.166563	-110.017000	231.277728	2.930949	2.927907	4.680660	90.010930	89.994456	120.053756	312.285583	0.131284	0.163355	40.803717	0.840426	182.402205	86.992184	-221.756100	86.992184	426.189196	136.634731	-221.756100	136.634731	2017.123115	-1028.298006	262.684389	387.481676	262.684389	1841.513905	624.792385	387.481676	624.792385	835.019481	905.997786	1.000000	93.310866	86.723457	256.501591	
9141	0.151156	0.141556	0.978322	0.191975	0.966647	-0.169528	-0.969689	0.213439	0.118939	-326.162752	210.422478	-136.282936	2.928195	2.930514	4.677663	89.968757	90.123311	120.036663	123.536577	0.111375	0.096501	66.724873	0.989362	-673.180913	421.506936	975.430279	421.506936	1720.969726	164.483586	975.430279	164.483586	1057.656422	-897.665304	681.109960	501.416896	681.109960	1615.689290	-3.319026	501.416896	-3.319026	639.831224	258.124389	1.000000	93.100426	69.405764	261.298765	
9280	0.201574	0.073396	0.976726	0.565495	0.805485	-0.177238	-0.799748	0.588057	0.120859	-131.853453	-101.098920	-68.060410	2.927420	2.930331	4.678861	90.020053	89.889429	120.036666	238.235649	0.123971	0.152588	38.983236	0.813830	-3.599695	105.746058	-1163.863506	105.746058	1591.889736	-348.515396	-1163.863506	-348.515396	446.259294	-441.965289	376.700034	-564.337636	376.700034	1336.610821	-499.070591	-564.337636	-499.070591	939.629827	828.064513	1.000000	93.217310	77.278817	248.894854	
9153	0.354917	-0.037910	0.934129	0.540172	0.823832	-0.171801	-0.763052	0.565565	0.312870	-325.810656	-190.197607	-205.199677	2.928106	2.928027	4.676531	90.030410	90.099512	120.064395	183.389859	0.120822	0.119751	47.928244	0.840426	-1326.904257	-709.648511	78.435736	-709.648511	581.834505	147.885948	78.435736	147.885948	1447.827803	-851.085723	358.783201	-119.604630	358.783201	1745.695433	211.897784	-119.604630	211.897784	813.508037	612.398354	1.000000	0.000000	0.000000	0.000000	
9156	0.075478	0.193531	-0.978194	-0.184879	0.966693	0.176990	0.979866	0.167486	0.108743	-223.780340	126.807426	181.756869	2.930522	2.925135	4.674093	89.881795	90.029608	119.955286	205.047728	0.131149	0.132899	44.969798	0.856383	-770.485450	1035.477898	845.295247	1035.477898	1685.720297	-1085.928162	845.295247	-1085.928162	205.463009	-783.560158	692.340170	305.188935	692.340170	1805.539688	-552.441533	305.188935	-552.441533	647.432102	1020.349611	1.000000	93.217310	77.278817	248.894853	
9309	0.521560	-0.104844	-0.846749	0.437468	0.884904	0.159893	0.732528	-0.453819	0.507396	-329.715818	204.186246	77.542244	2.930829	2.928077	4.670598	90.024042	90.018774	120.051211	151.415458	0.119347	0.119514	68.451115	0.989130	-711.555460	462.065246	1743.355990	462.065246	394.805681	-620.629017	1743.355990	-620.629017	835.116782	15.538074	148.259035	1166.070493	148.259035	389.101920	-332.958328	1166.070493	-332.958328	988.046471	260.734966	1.000000	0.000000	0.000000	0.000000	
9161	0.203075	0.072739	0.976458	0.565322	0.805530	-0.177576	-0.799482	0.588074	0.122462	-135.981258	-89.932732	-63.313758	2.928488	2.927069	4.678941	90.046004	89.974571	119.984440	234.317898	0.142578	0.162383	39.062291	0.813830	-203.853594	-63.370426	-469.006744	-63.370426	989.152564	-261.241513	-469.006744	-261.241513	1044.695752	-317.527992	243.447308	-611.738474	243.447308	1396.934095	-423.656185	-611.738474	-423.656185	909.935198	511.192905	1.000000	273.118079	86.931510	71.255585	
9290	0.128353	0.190551	0.973257	-0.088581	0.979648	-0.180121	-0.987772	-0.063091	0.142620	-372.013712	65.322785	163.841151	2.930067	2.925534	4.671610	89.872461	90.044263	120.002017	228.979138	0.125671	0.126176	56.702883	0.893617	-2178.243540	-194.241104	634.998069	-194.241104	1222.078205	682.383564	634.998069	682.383564	1055.277262	-909.354894	2.296260	337.463961	2.296260	1050.147305	604.564763	337.463961	604.564763	863.415053	1259.434837	1.000000	0.000000	0.000000	0.000000	
9173	0.245241	0.227050	-0.942506	-0.197551	0.963494	0.180704	0.949127	0.141874	0.281141	-330.016336	-391.056651	-178.243179	2.928431	2.927797	4.678559	89.952676	90.048643	120.208842	415.246912	0.121755	0.182615	39.264600	0.845745	-49.244206	-654.049849	874.538663	-654.049849	-1791.448053	-859.158964	874.538663	-859.158964	1547.903749	-1103.235032	227.114058	547.369436	227.114058	1081.686705	-326.671273	547.369436	-326.671273	932.394557	648.327036	1.000000	0.000000	0.000000	0.000000	
9175	0.145588	0.177601	-0.973281	0.030394	0.982488	0.183830	0.988885	-0.056346	0.137640	168.765002	-199.455703	-41.607627	2.927655	2.931022	4.678687	90.051755	89.891659	120.102502	239.494886	0.113401	0.133999	55.564643	0.973404	-249.265247	599.694509	-362.757172	599.694509	-203.491302	791.674486	-362.757172	791.674486	2101.609387	-84.113851	235.868205	92.959903	235.868205	714.565334	358.041047	92.959903	358.041047	1754.275924	664.064724	1.000000	0.000000	0.000000	0.000000	
9297	0.041150	0.189149	-0.981094	-0.094558	0.978248	0.184635	0.994676	0.085170	0.058140	198.102658	-95.987138	-147.003484	2.927648	2.928002	4.673168	90.028733	90.000500	119.984435	158.064011	0.115852	0.116730	46.877323	0.838889	-1278.561486	732.132844	5.480136	732.132844	1023.251584	-59.634311	5.480136	-59.634311	883.623725	-1143.972098	792.927542	-79.283322	792.927542	507.580092	-188.223005	-79.283322	-188.223005	1414.991787	499.132181	1.000000	273.098153	87.204889	91.343675	
9302	0.098286	0.161969	0.981896	0.490277	0.850737	-0.189414	-0.866016	0.500015	0.004205	-414.791240	488.078227	87.481896	2.928477	2.929850	4.673598	89.980192	89.967938	119.909477	217.467333	0.128090	0.137589	36.209290	0.815217	-1359.868876	393.891226	-161.868244	393.891226	2565.355976	696.643599	-161.868244	696.643599	1185.005503	-870.734144	500.795114	-211.886423	500.795114	1157.599626	146.469037	-211.886423	146.469037	1140.972158	1218.149159	1.000000	93.087847	78.136614	244.287348	
9179	0.251523	0.230204	-0.940082	-0.197309	0.963100	0.183050	0.947532	0.139443	0.287663	-301.390995	-394.342949	-127.517415	2.928316	2.925710	4.672936	90.043931	90.065630	120.028479	384.196964	0.127081	0.185534	37.248686	0.845745	-1689.619505	-677.467398	512.171281	-677.467398	759.473503	-378.986698	512.171281	-378.986698	508.071187	-984.565127	249.778044	601.625131	249.778044	1308.006040	-192.775845	601.625131	-192.775845	689.179311	735.661227	1.000000	272.870127	75.895375	67.678574	
