GrainID	O11	O12	O13	O21	O22	O23	O31	O32	O33	X	Y	Z	a	b	c	alpha	beta	gamma	DiffPos	DiffOme	DiffAngle	GrainRadius	Confidence	eFab11	eFab12	eFab13	eFab21	eFab22	eFab23	eFab31	eFab32	eFab33	eKen11	eKen12	eKen13	eKen21	eKen22	eKen23	eKen31	eKen32	eKen33	RMSErrorStrain	PhaseNr	Eul0	Eul1	Eul2
10402	0.186112	-0.044364	-0.981526	-0.324672	0.940086	-0.104053	0.927335	0.338039	0.160558	-403.308697	434.395664	230.929913	2.926966	2.930412	4.672447	89.969993	90.021635	119.990546	183.282262	0.132119	0.137159	63.447585	0.994681	-1516.152085	-147.497077	497.455127	-147.497077	2003.232742	41.276156	497.455127	41.276156	516.365759	-824.252354	-299.052999	212.005536	-299.052999	1661.703794	156.630863	212.005536	156.630863	633.418427	946.160134	1.000000	100.736781	83.414510	248.522653	
10280	-0.001011	-0.181739	-0.983346	0.164325	0.969949	-0.179432	0.986406	-0.161770	0.028883	371.374087	348.136075	-172.486512	2.929018	2.924516	4.681488	90.111770	89.912613	120.045564	245.588955	0.174733	0.163101	62.924733	0.968085	651.447687	-890.296604	-324.794575	-890.296604	-212.550687	956.345381	-324.794575	956.345381	624.868087	-642.585291	-981.604247	28.649848	-981.604247	851.974673	797.455338	28.649848	797.455338	680.990461	878.091223	1.000000	0.000000	0.000000	0.000000	
10411	0.192261	-0.137888	0.971608	0.199236	0.974944	0.098936	-0.960906	0.174558	0.214916	-246.816331	259.491154	73.713584	2.926953	2.929990	4.677984	90.080839	89.995263	119.980976	190.957506	0.135259	0.127208	70.635840	1.000000	-312.470849	-899.603572	10.072389	-899.603572	1680.792680	-444.729927	10.072389	-444.729927	764.961521	-1151.537057	-172.049765	145.785789	-172.049765	1388.159960	-804.304897	145.785789	-804.304897	716.099683	665.720483	1.000000	0.000000	0.000000	0.000000	
10285	0.172440	-0.034406	-0.984426	-0.397763	0.911852	-0.101549	0.901145	0.409077	0.143554	-15.913607	422.524470	120.646999	2.930324	2.925034	4.675781	90.051676	89.894667	119.842381	259.930044	0.165727	0.156038	51.235654	0.898936	-1115.686438	-147.641471	-734.205601	-147.641471	1975.153326	1812.657930	-734.205601	1812.657930	1656.771918	-1126.446271	-424.301047	-479.880920	-424.301047	1413.488944	995.510569	-479.880920	995.510569	1359.947954	839.607835	1.000000	0.000000	0.000000	0.000000	
10300	0.129627	-0.030933	-0.991087	-0.525810	0.845264	-0.095158	0.840675	0.533455	0.093303	-414.662297	-150.461788	215.288816	2.928304	2.928083	4.673092	89.924746	90.066177	120.027773	164.239594	0.124585	0.116766	43.414548	0.831522	-1240.635051	-664.269975	805.017086	-664.269975	683.889388	-115.163151	805.017086	-115.163151	983.130963	-838.899669	-222.402502	137.334947	-222.402502	1098.263204	-407.463791	137.334947	-407.463791	1319.906310	812.767576	1.000000	280.673963	75.196557	104.631807	
10294	0.345056	-0.122643	0.930535	0.112950	0.989647	0.088550	-0.931761	0.074549	0.355336	-124.036375	193.180790	230.427731	2.927760	2.929575	4.675243	89.980270	90.013324	119.972011	203.541482	0.118395	0.128343	71.847365	0.994565	-657.781341	-526.259469	-782.327805	-526.259469	1413.840219	281.162682	-782.327805	281.162682	1017.380608	-730.308415	-388.765811	-403.362783	-388.765811	814.108189	-5.680911	-403.362783	-5.680911	1235.901908	445.555407	1.000000	100.781150	86.352480	262.403265	
10299	0.345827	0.025874	0.937941	-0.304218	0.948713	0.085996	-0.887612	-0.315079	0.335962	-279.003210	-339.639151	207.392537	2.927629	2.930530	4.680509	90.079509	89.912631	120.028611	217.896095	0.131350	0.135858	79.567094	1.000000	514.154400	476.616490	-706.517159	476.616490	1867.658107	-252.316710	-706.517159	-252.316710	226.088328	-375.198354	-39.292176	-183.431627	-39.292176	1402.653665	-364.061656	-183.431627	-364.061656	625.506724	797.328441	1.000000	0.000000	0.000000	0.000000	
10302	0.005791	-0.097901	-0.995179	0.339597	0.936243	-0.090126	0.940553	-0.337438	0.038669	416.500110	45.209637	-58.580562	2.927551	2.930027	4.677120	89.947790	90.000604	120.096884	154.665592	0.116280	0.120482	42.371076	0.840426	-506.333798	-704.501511	47.086136	-704.501511	1013.486564	-1023.637896	47.086136	-1023.637896	489.114344	-343.832520	-444.103666	105.549079	-444.103666	1353.567589	-571.190845	105.549079	-571.190845	421.316484	930.203620	1.000000	0.000000	0.000000	0.000000	
10303	0.208472	-0.115517	0.971189	0.147980	0.985294	0.085430	-0.966775	0.125905	0.222500	0.601347	84.704409	-156.321339	2.926080	2.930759	4.676830	90.003987	89.920481	120.049683	203.101025	0.139450	0.136097	36.906757	0.824468	-297.873357	-442.184145	-750.286785	-442.184145	599.992588	-1200.090566	-750.286785	-1200.090566	856.189779	-732.025971	-567.955624	90.259377	-567.955624	783.916813	-1024.575156	90.259377	-1024.575156	1109.004330	1041.292916	1.000000	280.705946	86.865192	67.133888	
10304	0.191657	-0.012308	0.981385	-0.394018	0.914840	0.088422	-0.898898	-0.403630	0.170485	-29.301704	-340.519587	17.189386	2.927350	2.927892	4.675055	89.998865	90.035510	119.958308	167.652277	0.124666	0.121882	73.787261	0.994681	-1102.958467	-149.070289	-51.634240	-149.070289	1333.120399	379.823623	-51.634240	379.823623	924.989175	-931.681056	-153.060126	-173.622830	-153.060126	1322.679985	169.644007	-173.622830	169.644007	854.275528	884.397909	1.000000	280.571490	82.044275	64.155698	
10307	0.206996	-0.134553	-0.969045	-0.117084	0.979972	-0.161080	0.971311	0.146802	0.187096	-391.309652	-29.909451	-129.443623	2.926188	2.926278	4.674136	89.945400	90.021282	119.915647	171.998550	0.112493	0.106160	53.879864	0.909574	-1222.056987	0.684285	570.788134	0.684285	727.594156	-826.005068	570.788134	-826.005068	933.188720	-370.818151	-354.140913	737.878120	-354.140913	807.452890	-1184.066392	737.878120	-1184.066392	872.075657	737.196421	1.000000	280.644559	75.560746	57.289082	
10310	0.192551	-0.063218	0.979249	-0.103786	0.991013	0.084385	-0.975783	-0.117881	0.184259	-353.273048	-321.003074	51.439530	2.927642	2.929010	4.676677	89.980775	89.994786	120.005584	142.119788	0.119610	0.110038	117.012727	1.000000	-564.587374	-353.391596	-396.661336	-353.391596	1337.425341	-47.339520	-396.661336	-47.339520	735.119558	-807.678975	-526.231617	-154.238123	-526.231617	1306.795375	-241.810872	-154.238123	-241.810872	765.522803	948.583737	1.000000	0.000000	0.000000	0.000000	
10311	0.099872	-0.054020	-0.993540	-0.337242	0.937584	-0.084881	0.936113	0.343538	0.075421	-322.954035	280.187116	148.617077	2.925678	2.928539	4.679453	89.937539	89.928085	119.857907	207.796121	0.127998	0.122101	48.720171	0.898936	15.715451	-1290.684290	-483.865777	-1290.684290	2692.047075	534.751647	-483.865777	534.751647	43.473818	-573.370913	-343.102624	-233.995679	-343.102624	1503.097080	262.763453	-233.995679	262.763453	380.802194	878.132399	1.000000	0.000000	0.000000	0.000000	
10312	0.122683	-0.048713	-0.991257	-0.375652	0.922202	-0.091815	0.918612	0.383629	0.094840	-109.385052	-259.723613	-106.558610	2.927707	2.926986	4.675906	89.965394	89.978267	119.946258	193.536778	0.144044	0.142780	83.695912	0.994681	-786.038137	-628.917283	-18.827840	-628.917283	1254.309646	529.092467	-18.827840	529.092467	802.522490	-360.077278	-579.795437	263.880419	-579.795437	1306.179373	561.086407	263.880419	561.086407	695.757749	1058.056764	1.000000	0.000000	0.000000	0.000000	
10448	0.122983	-0.048997	-0.991199	-0.374962	0.922452	-0.092122	0.918846	0.382991	0.095074	-110.249068	-263.997618	-112.003631	2.927144	2.928815	4.676734	90.041822	89.971773	120.014376	255.520246	0.156144	0.166554	82.066608	0.973404	-655.680049	-460.941418	-98.985296	-460.941418	1156.766719	246.779444	-98.985296	246.779444	693.168452	-472.869276	-565.860591	243.832178	-565.860591	1411.184920	430.863279	243.832178	430.863279	762.537253	1090.962089	1.000000	0.000000	0.000000	0.000000	
10315	0.077340	-0.062204	0.995062	-0.298129	0.950944	0.082617	-0.951387	-0.303046	0.055001	-147.267276	474.110834	-27.419461	2.927135	2.933133	4.676362	89.980092	89.957450	119.988855	172.119995	0.114236	0.106959	46.104963	0.867021	-644.127404	-628.940612	-522.722559	-628.940612	2921.144000	-59.949043	-522.722559	-59.949043	567.749539	-995.528225	36.514565	-190.744852	36.514565	1715.999864	-372.362122	-190.744852	-372.362122	579.504670	702.418241	1.000000	0.000000	0.000000	0.000000	
10319	0.043296	-0.152545	-0.987348	-0.026533	0.987750	-0.153771	0.998710	0.032855	0.038718	159.208945	-399.989970	43.745546	2.927789	2.928599	4.676907	90.032966	90.086377	120.000278	176.907777	0.121802	0.136136	38.581739	0.816667	-437.471534	-584.834234	1082.009507	-584.834234	1093.388520	112.865900	1082.009507	112.865900	861.803219	-886.154800	-321.034896	825.594909	-321.034896	1394.879256	29.458164	825.594909	29.458164	1041.258068	834.385413	1.000000	100.488845	80.988912	273.205883	
10320	0.224028	-0.134420	-0.965268	0.258323	0.963207	-0.074179	0.939724	-0.232733	0.250509	-433.717991	-47.066809	2.866155	2.927956	2.927789	4.681889	89.942265	90.018380	119.988027	191.661080	0.111434	0.127410	43.490797	0.898936	529.893049	-505.081227	160.950807	-505.081227	929.691509	257.730878	160.950807	257.730878	1028.352650	-637.765096	-156.295005	497.609107	-156.295005	1254.401960	-47.635999	497.609107	-47.635999	1078.977490	906.680431	1.000000	280.504112	89.304080	65.104553	
10484	0.504441	-0.178224	-0.844857	0.240189	0.968810	-0.060962	0.829371	-0.172172	0.531515	-350.507058	369.008050	-35.910962	2.926364	2.929375	4.677102	90.006487	89.962589	120.095514	165.874956	0.133272	0.118923	41.954758	0.835106	-461.643648	657.030761	626.255890	657.030761	-51.193305	717.483671	626.255890	717.483671	891.346611	28.091893	-3.665420	787.534859	-3.665420	897.497732	450.836366	787.534859	450.836366	745.919391	708.429646	1.000000	280.185191	88.359430	99.350797	
10327	0.018515	-0.143324	-0.989503	-0.150376	0.978016	-0.144474	0.988456	0.151472	-0.003444	199.055180	-324.082227	-43.949151	2.929312	2.927296	4.677378	89.945942	90.062839	120.051857	240.577480	0.192483	0.194025	53.985537	0.941489	-656.176745	227.425084	332.135414	227.425084	686.232857	653.255633	332.135414	653.255633	1144.614904	-1132.970509	-129.320115	485.203029	-129.320115	1143.873208	90.821206	485.203029	90.821206	1243.667942	1136.821229	1.000000	280.508040	87.632023	53.991689	
10328	0.018469	-0.143361	-0.989498	-0.150189	0.978040	-0.144504	0.988485	0.151281	-0.003468	190.360453	-325.083603	-45.571716	2.929279	2.928150	4.676737	89.957941	90.058050	120.050160	204.914047	0.184413	0.178715	53.829732	0.941489	-753.625576	61.893716	335.720855	61.893716	963.183969	598.139111	335.720855	598.139111	1126.093739	-1079.152932	-196.324528	564.633351	-196.324528	1184.228128	158.870908	564.633351	158.870908	1084.415093	1043.335289	1.000000	280.287465	70.674470	82.255259	
10333	0.413649	-0.124903	-0.901828	0.169757	0.983755	-0.058386	0.894470	-0.128941	0.428132	-289.537821	-121.779253	-65.151718	2.929021	2.927199	4.676240	89.948387	89.983747	120.015010	201.938470	0.117090	0.131944	52.174119	0.904255	-615.331677	-640.663273	587.367795	-640.663273	595.587026	45.228776	587.367795	45.228776	1190.507235	-268.056746	-93.149071	695.553535	-93.149071	713.529814	-113.444156	695.553535	-113.444156	1325.708575	675.991055	1.000000	0.000000	0.000000	0.000000	
10483	0.247206	0.084003	0.965321	-0.532058	0.844379	0.062778	-0.809825	-0.529122	0.253429	260.194830	58.228486	38.625177	2.928210	2.929809	4.675612	90.049567	90.095025	120.082418	117.431490	0.113603	0.098566	46.827749	0.840426	-1091.223410	-1257.508137	253.923988	-1257.508137	753.410127	642.547935	253.923988	642.547935	1305.925052	-1045.532870	-704.468477	171.073665	-704.468477	967.706708	368.671846	171.073665	368.671846	1239.598052	353.862476	1.000000	280.341703	88.297089	99.260698	
10339	0.020304	-0.073015	0.997132	0.281027	0.957538	0.064391	-0.959493	0.278911	0.039961	-223.150329	276.533248	-95.373546	2.927317	2.928088	4.677245	89.948268	89.978922	119.841011	192.913253	0.132668	0.128957	85.452217	1.000000	-481.709660	-917.614000	-109.063387	-917.614000	3055.741312	696.762714	-109.063387	696.762714	283.578892	-750.764342	-278.652852	-313.141981	-278.652852	2123.984456	446.642725	-313.141981	446.642725	515.160746	950.971165	1.000000	0.000000	0.000000	0.000000	
10480	0.044069	-0.055913	-0.997463	-0.184020	0.980894	-0.063115	0.981934	0.186334	0.032937	-369.039117	66.505176	64.637948	2.925216	2.928902	4.682700	90.122162	89.999611	119.915384	291.212511	0.135902	0.157183	52.850590	0.872340	758.395748	-1254.532608	457.146250	-1254.532608	1566.292473	-884.250447	457.146250	-884.250447	508.866407	-748.783800	-394.695094	82.525807	-394.695094	1534.553967	-836.719067	82.525807	-836.719067	846.889870	1656.975577	1.000000	280.282008	72.665870	66.994349	
10342	0.124598	-0.078747	0.989084	0.124765	0.990177	0.063116	-0.984339	0.115537	0.133199	450.349149	155.636370	94.071087	2.928062	2.927670	4.668991	89.984921	90.002404	119.987852	216.296243	0.124668	0.127797	35.865418	0.813830	-2282.635204	-351.539311	-367.409653	-351.539311	1111.569260	63.469671	-367.409653	63.469671	901.227337	-1088.408127	-175.978763	62.542221	-175.978763	1188.580120	253.406057	62.542221	253.406057	908.855088	962.257897	1.000000	0.000000	0.000000	0.000000	
10353	0.068964	-0.042839	0.996699	-0.229819	0.971524	0.057659	-0.970787	-0.233037	0.057155	-382.693199	-432.980054	90.694480	2.926788	2.927490	4.678639	90.011317	89.938084	120.002035	206.415315	0.138876	0.131749	34.238884	0.813830	-214.706501	-97.676256	-618.685463	-97.676256	852.874869	-51.131032	-618.685463	-51.131032	512.387489	-700.917757	-498.693891	-18.883432	-498.693891	1338.288416	-113.229870	-18.883432	-113.229870	558.924467	676.287508	1.000000	284.606637	74.931112	91.981299	
10354	0.355372	-0.000329	0.934725	-0.132255	0.989922	0.050630	-0.925321	-0.141614	0.351747	48.608777	-132.436923	-5.598060	2.928224	2.928457	4.677056	89.946754	90.035828	119.944983	111.346964	0.107508	0.103222	49.727732	0.851064	-401.689175	-705.963187	-595.982853	-705.963187	1271.846234	328.078023	-595.982853	328.078023	1338.986239	-446.245416	-711.415730	-389.362202	-711.415730	1263.389770	347.115416	-389.362202	347.115416	1372.734100	455.321567	1.000000	0.000000	0.000000	0.000000	
10355	0.225321	0.026809	0.973916	-0.347983	0.935901	0.054746	-0.910021	-0.351242	0.220207	466.180879	-42.842272	-22.041183	2.928217	2.928972	4.675555	90.057804	90.002610	120.085695	156.450219	0.118615	0.121252	38.885298	0.813830	-993.114016	665.917885	-238.069741	665.917885	839.354533	-740.734586	-238.069741	-740.734586	795.521200	-386.217662	-161.640599	-170.642969	-161.640599	1200.274093	-307.778411	-170.642969	-307.778411	608.205328	740.607879	1.000000	280.539684	86.840495	67.191467	
10359	0.225321	0.026809	0.973916	-0.347983	0.935901	0.054746	-0.910021	-0.351242	0.220207	454.974557	-43.111301	-19.610366	2.928208	2.929061	4.674040	90.059554	90.007299	120.086746	167.057213	0.119310	0.122090	38.735830	0.813830	-1324.670092	682.728671	-263.078601	682.728671	867.322992	-748.723020	-263.078601	-748.723020	791.978799	-577.085441	-190.999212	-264.915793	-190.999212	1256.130486	-306.755116	-264.915793	-306.755116	656.534347	850.748851	1.000000	0.000000	0.000000	0.000000	
10361	0.068094	-0.034330	-0.997095	-0.318114	0.946496	-0.054316	0.945612	0.320886	0.053530	-154.475621	387.574739	-99.697494	2.926042	2.928410	4.674411	89.987951	89.921842	119.798036	358.208969	0.175360	0.191376	44.851596	0.803191	-1173.035761	-855.746458	-556.311449	-855.746458	3598.278224	868.515507	-556.311449	868.515507	-69.123694	-1325.703550	-534.729708	-142.149003	-534.729708	1561.525664	91.478953	-142.149003	91.478953	997.551522	1316.816998	1.000000	0.000000	0.000000	0.000000	
10365	0.047413	-0.055174	-0.997350	0.026050	0.998202	-0.053982	0.998536	-0.023422	0.048765	466.371671	456.616854	-50.603161	2.926418	2.926917	4.678452	90.028397	90.030555	119.863464	245.146119	0.149546	0.148585	39.061697	0.827778	-313.982977	264.400069	478.276974	264.400069	745.773641	1282.394072	478.276974	1282.394072	1750.558298	-699.567856	-266.822604	250.363040	-266.822604	619.951859	323.508728	250.363040	323.508728	2040.605484	1279.291599	1.000000	99.783757	65.589543	252.119194	
10505	0.208324	0.040532	0.977226	-0.423251	0.904478	0.052716	-0.881744	-0.424591	0.205579	-67.854964	-379.896552	105.636285	2.926568	2.930314	4.676392	89.943629	90.018331	119.949479	143.628304	0.128607	0.113147	57.482024	0.973404	-832.675562	270.122435	-92.301452	270.122435	2364.680427	152.031554	-92.301452	152.031554	558.199948	-797.273787	106.866031	61.656407	106.866031	1488.697311	97.451828	61.656407	97.451828	718.009109	950.905674	1.000000	0.000000	0.000000	0.000000	
10369	0.244167	0.046121	-0.968642	-0.368038	0.928542	-0.048563	0.897186	0.368352	0.243693	-210.854403	-269.870254	145.540242	2.926692	2.926185	4.674993	89.952985	90.027443	119.985457	136.418544	0.125574	0.110954	44.657057	0.882979	-812.803064	-319.758938	614.222497	-319.758938	570.350103	273.567786	614.222497	273.567786	302.488565	-823.324321	-34.967261	46.251577	-34.967261	1574.783902	-90.808378	46.251577	-90.808378	516.115135	504.401727	1.000000	279.840045	87.909963	89.398110	
10376	0.411254	-0.115144	-0.904219	0.183008	0.982221	-0.041842	0.892960	-0.148272	0.425014	-407.900898	-232.613624	-63.360211	2.930522	2.927547	4.679028	90.020605	90.049961	120.018693	153.387166	0.113612	0.104299	54.071924	0.925532	587.169223	116.515906	1162.790173	116.515906	756.260956	-335.038952	1162.790173	-335.038952	1017.877149	-298.631696	-17.944756	930.414148	-17.944756	968.194100	-404.357382	930.414148	-404.357382	975.534510	357.655426	1.000000	0.000000	0.000000	0.000000	
10379	0.103125	-0.055564	-0.993115	0.098125	0.994137	-0.045431	0.989816	-0.092764	0.107973	-340.557847	121.355720	31.017114	2.927236	2.926579	4.675742	89.929657	89.978272	119.977108	186.532955	0.120182	0.118019	35.954375	0.803191	-936.277190	-711.145155	-311.500139	-711.145155	506.089546	231.156140	-311.500139	231.156140	1054.166655	-1668.235734	-454.112744	167.130358	-454.112744	700.764489	627.128980	167.130358	627.128980	978.378805	662.086448	1.000000	99.852376	74.915436	232.799603	
10518	0.160928	-0.075638	-0.984070	0.193445	0.980138	-0.043700	0.967830	-0.183329	0.172363	364.985395	-217.174873	190.708766	2.926275	2.929065	4.683658	90.006671	90.054884	119.937591	192.324987	0.124357	0.128379	55.674903	0.946809	926.623429	-475.084460	244.262801	-475.084460	1973.712331	373.324049	244.262801	373.324049	334.890816	-456.110902	234.618195	206.099165	234.618195	1615.454151	325.460223	206.099165	325.460223	1021.441216	773.699174	1.000000	0.000000	0.000000	0.000000	
10384	0.307150	-0.016426	0.951519	-0.065851	0.997088	0.038469	-0.949380	-0.074475	0.305174	-377.532449	-397.630406	147.570864	2.930141	2.930143	4.676015	90.002752	89.957549	120.037595	174.035484	0.119072	0.119568	69.126847	1.000000	-402.214343	14.825523	-986.756272	14.825523	1709.399009	-379.925377	-986.756272	-379.925377	977.280638	-842.181618	-220.294915	-109.673012	-220.294915	1506.824177	-214.801786	-109.673012	-214.801786	817.853449	929.720244	1.000000	283.912763	86.904859	99.054228	
10385	0.019085	-0.111173	-0.993618	-0.097429	0.988862	-0.112512	0.995059	0.098955	0.008041	-107.204485	367.136162	-237.544077	2.926214	2.927929	4.675363	90.074988	89.936440	119.916025	274.936450	0.168593	0.184465	39.903683	0.861111	-826.802155	-860.486947	-205.497640	-860.486947	1011.672000	-934.945655	-205.497640	-934.945655	1084.923580	-629.410357	-286.683657	-13.983205	-286.683657	354.806634	-697.818860	-13.983205	-697.818860	840.704756	1113.517460	1.000000	103.870610	70.765037	257.583235	
10386	0.140367	-0.007263	-0.990080	-0.212608	0.976425	-0.037307	0.967010	0.215734	0.135513	-306.396360	469.816920	-124.570873	2.928102	2.930238	4.677020	89.873610	89.957218	119.837087	228.699452	0.134472	0.121318	47.921084	0.851064	-472.669070	-1643.324236	230.038030	-1643.324236	3790.660298	529.335089	230.038030	529.335089	531.157835	-1101.423224	-597.100202	315.326538	-597.100202	1851.883953	154.371563	315.326538	154.371563	802.291606	806.796165	1.000000	279.695972	83.697792	61.177153	
10387	0.302761	-0.119607	-0.945531	0.281801	0.958970	-0.031073	0.910453	-0.257044	0.324044	343.317849	-408.881264	-44.633775	2.930333	2.930697	4.678882	89.958037	90.031406	120.091865	208.719944	0.153957	0.151760	46.894301	0.867021	95.066040	-653.149595	677.957511	-653.149595	1427.417122	-751.722141	677.957511	-751.722141	1080.636720	-408.330298	151.984199	700.878547	151.984199	1371.966465	-3.492460	700.878547	-3.492460	853.416874	907.176689	1.000000	0.000000	0.000000	0.000000	
10389	0.201302	-0.101205	-0.974287	-0.026002	0.993746	-0.108599	0.979184	0.047195	0.197411	142.090636	261.966316	130.003220	2.931946	2.928549	4.674907	90.044581	90.052310	120.060026	336.647736	0.136073	0.175984	53.119953	0.836957	-611.832490	-447.417940	1137.647576	-447.417940	1053.567840	1030.136530	1137.647576	1030.136530	1449.947682	-685.356854	-675.257391	423.745434	-675.257391	853.883523	7.264072	423.745434	7.264072	1013.104161	742.090269	1.000000	279.676919	83.700965	61.204243	
10535	0.136424	-0.104456	0.985128	0.421466	0.906060	0.037706	-0.896524	0.410054	0.167633	370.124541	58.249532	205.690874	2.927934	2.931353	4.673514	89.911590	90.057875	120.077331	174.325602	0.128621	0.122372	68.728245	0.984043	-1503.578070	358.322165	17.491446	358.322165	1610.252929	1054.097395	17.491446	1054.097395	900.239305	-754.705285	-268.614380	97.196400	-268.614380	1075.254582	930.447160	97.196400	930.447160	1076.154478	693.065545	1.000000	279.368682	79.189733	81.498758	
10391	0.102643	-0.022468	-0.994472	-0.133874	0.990337	-0.036194	0.985676	0.136848	0.098643	388.163306	244.119223	251.309461	2.927288	2.930729	4.675520	90.002367	89.915208	120.046796	201.609159	0.125605	0.125381	53.197922	0.909574	-983.812414	-793.866442	-266.051556	-793.866442	809.089960	-724.790901	-266.051556	-724.790901	1484.678677	-865.217438	-444.829517	-389.631797	-444.829517	1312.693264	-491.949508	-389.631797	-491.949508	1046.465097	1368.564119	1.000000	0.000000	0.000000	0.000000	
10392	0.205349	-0.098710	-0.973698	-0.024808	0.994056	-0.106005	0.978374	0.045924	0.201680	135.839418	260.840244	111.357396	2.929956	2.928131	4.675068	90.091073	89.904609	120.036277	278.205897	0.173187	0.174068	55.916109	0.923913	-1001.271697	-878.467031	-84.654695	-878.467031	856.002348	622.202777	-84.654695	622.202777	1488.201785	-806.068273	-721.588843	449.287345	-721.588843	756.526281	47.489395	449.287345	47.489395	1056.999246	647.034863	1.000000	0.000000	0.000000	0.000000	
8881	0.083131	-0.058771	0.994811	0.383777	0.923153	0.022464	-0.919684	0.379915	0.099297	-340.377982	-414.122555	-11.475686	2.927796	2.928255	4.676288	89.972144	90.055080	119.970466	177.954047	0.130671	0.130347	41.807497	0.861702	-871.663319	-7.355437	296.383838	-7.355437	1459.119632	157.922890	296.383838	157.922890	985.329411	-926.249925	-136.746988	270.603876	-136.746988	1393.253013	6.817992	270.603876	6.817992	968.788021	1618.781116	1.000000	0.000000	0.000000	0.000000	
10423	0.469304	0.257385	-0.844698	-0.495605	0.868483	-0.010722	0.730847	0.423665	0.535143	53.546481	-343.255774	-208.470436	2.932794	2.927900	4.675488	89.973817	90.033451	120.172186	145.484788	0.120314	0.116292	65.432323	0.956522	353.044150	-618.548646	1771.830525	-618.548646	-760.381474	-797.285712	1771.830525	-797.285712	1354.892522	30.961738	-333.520945	1696.117711	-333.520945	517.833164	-243.233539	1696.117711	-243.233539	1245.667313	568.440923	1.000000	0.000000	0.000000	0.000000	
10425	0.160210	0.071104	-0.984525	-0.488493	0.872413	-0.016487	0.857742	0.483572	0.174502	-290.408871	-69.024119	90.451994	2.928707	2.929730	4.678538	90.041105	89.947189	120.018594	318.203003	0.182792	0.213746	45.707105	0.840426	-425.983564	64.306242	-157.607040	64.306242	1426.789482	-288.599684	-157.607040	-288.599684	1383.229970	-746.464927	180.632830	63.342051	180.632830	1231.034886	19.244610	63.342051	19.244610	1349.369848	1332.578310	1.000000	0.000000	0.000000	0.000000	
8898	0.163742	0.038906	-0.985742	-0.328102	0.944486	-0.017225	0.930350	0.326242	0.167417	-55.832594	397.030971	135.355465	2.927137	2.925710	4.677491	89.948973	89.981710	119.984540	280.996566	0.155441	0.159114	45.449163	0.845745	-498.493066	-581.259517	141.218803	-581.259517	489.547134	420.218031	141.218803	420.218031	601.204989	-1030.050605	-413.016642	-1131.812353	-413.016642	1490.714171	886.392175	-1131.812353	886.392175	960.603204	891.675706	1.000000	0.000000	0.000000	0.000000	
8897	0.079739	-0.044491	0.995830	0.291861	0.956265	0.019351	-0.953139	0.289099	0.089237	412.823891	-325.657400	-146.836054	2.927507	2.925035	4.677233	90.079136	90.035404	119.987772	177.627605	0.125524	0.112147	59.689948	0.984043	-632.787793	955.689939	-44.328362	955.689939	363.157650	562.461160	-44.328362	562.461160	668.816750	-689.372427	154.577358	236.953173	154.577358	1586.067276	620.637936	236.953173	620.637936	706.761560	1097.550331	1.000000	0.000000	0.000000	0.000000	
10429	0.346423	-0.123330	0.929936	0.113806	0.989523	0.088837	-0.931149	0.075057	0.356829	-115.880179	203.813496	234.761981	2.929118	2.927614	4.676716	89.950715	90.138544	120.021961	189.365955	0.115960	0.122556	72.235804	0.994565	-1261.644735	2.494406	193.691051	2.494406	860.545872	431.691862	193.691051	431.691862	1776.100633	-762.310012	-307.442887	-397.200848	-307.442887	757.946160	46.893393	-397.200848	46.893393	1245.208928	461.519831	1.000000	98.935806	81.598017	262.587404	
10430	0.155468	-0.079506	0.984643	0.371221	0.928401	0.016349	-0.915444	0.362976	0.173850	288.640088	-116.802723	131.313436	2.928081	2.927282	4.675621	90.042434	90.044568	119.984275	131.607431	0.117344	0.107502	63.981091	0.973404	-998.087259	619.731673	-62.476909	619.731673	1023.667596	340.838355	-62.476909	340.838355	1029.571848	-662.447199	34.283964	75.992262	34.283964	1728.556080	339.810990	75.992262	339.810990	824.723806	426.551720	1.000000	278.943719	87.689556	88.139212	
10431	0.283110	-0.144640	-0.948118	0.416525	0.909012	-0.014299	0.863919	-0.390866	0.317596	449.587841	363.107109	35.056753	2.928472	2.927526	4.669888	89.944517	89.990052	120.019441	245.653917	0.136211	0.131875	52.243293	0.914894	-1894.520123	-646.242467	883.892570	-646.242467	667.879620	83.677823	883.892570	83.677823	919.347139	-491.376033	158.889415	517.685637	158.889415	1131.003656	-166.238427	517.685637	-166.238427	861.515803	1369.183539	1.000000	278.926182	86.159758	80.103670	
8909	0.104936	0.031976	-0.993972	-0.393133	0.919405	-0.011929	0.913482	0.392012	0.109049	458.010729	-141.785507	94.985793	2.927810	2.927565	4.672677	89.961038	89.959489	119.903558	149.311269	0.109976	0.110092	62.315679	0.978723	-1584.121226	-594.115822	-30.955588	-594.115822	2025.785909	801.888136	-30.955588	801.888136	801.726169	-813.573755	-152.796343	-52.702194	-152.796343	1332.938408	903.317090	-52.702194	903.317090	897.863530	968.671675	1.000000	278.741166	64.654786	76.130774	
